300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3,0.00
3000,0.00
3000,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
300,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
3000,0.00
